person_id,age_group,hours_of_sleep,exercise_per_week,income_satisfaction,social_interactions_per_week,stress_level,diet_quality_score,screen_time_hours,urban_rural,employment_status,relationship_status,religious_affiliation,political_alignment,sexual_orientation,music_listening_hours,favorite_tv_genre,pet_ownership,region,happiness_score,high_stress,depression_risk
197,26–40,6.9,2,6.2,9,5.9,2.4,2.8,rural,employed,divorced,christian,left,other,3.5,sports,yes,north,5.2,no,medium
198,18–25,7.8,2,8.4,3,7.0,9.8,5.9,suburban,retired,divorced,other,center,bisexual,2.2,news,yes,west,4.2,no,medium
199,60+,9.8,1,4.7,1,8.5,6.6,6.1,urban,retired,married,muslim,left,homosexual,1.4,news,yes,west,3.6,yes,high
200,26–40,5.8,0,6.1,4,9.9,2.3,3.5,suburban,retired,married,other,other,heterosexual,3.2,comedy,no,west,1.6,yes,high
201,26–40,5.5,5,1.7,4,1.8,6.0,5.0,urban,employed,widowed,other,left,homosexual,1.8,drama,yes,east,4.9,no,medium
202,26–40,6.7,3,8.5,5,7.2,3.2,3.5,urban,unemployed,married,christian,left,homosexual,2.0,news,yes,north,1.9,yes,high
203,18–25,6.1,6,8.2,1,9.6,9.8,1.8,urban,unemployed,widowed,other,other,heterosexual,1.8,news,yes,west,4.7,yes,medium
204,41–60,7.8,5,5.1,5,4.4,4.5,3.1,urban,employed,divorced,christian,center,other,3.9,reality,yes,south,6.4,no,medium
205,26–40,7.2,6,2.1,0,4.0,2.3,5.1,urban,unemployed,single,muslim,left,heterosexual,1.9,comedy,yes,north,9.9,no,low
206,26–40,5.7,1,6.9,2,7.1,6.5,5.5,suburban,retired,single,muslim,other,other,2.3,drama,yes,south,4.5,yes,medium
207,26–40,7.9,3,6.2,3,4.6,2.2,4.0,urban,employed,widowed,none,right,other,-1.2,reality,yes,south,5.4,no,medium
208,26–40,9.2,6,9.3,4,2.9,5.7,3.0,urban,retired,widowed,none,other,homosexual,1.9,drama,yes,west,8.0,no,low
209,26–40,6.0,3,3.5,3,2.5,8.7,2.3,urban,retired,married,christian,right,other,2.2,drama,no,west,7.3,no,low
210,18–25,7.4,6,1.3,6,2.7,4.1,3.5,suburban,employed,married,none,other,other,3.7,drama,no,west,6.9,no,medium
211,26–40,4.4,2,3.3,6,7.3,5.3,3.6,suburban,student,married,none,left,heterosexual,2.8,sports,no,south,5.4,yes,medium
212,26–40,6.6,3,4.9,3,9.3,2.0,3.6,suburban,employed,single,hindu,center,other,1.9,news,yes,south,3.9,yes,high
213,41–60,7.4,4,2.4,3,8.3,6.8,2.2,rural,employed,married,none,left,heterosexual,1.8,news,yes,west,5.0,yes,medium
214,26–40,6.8,3,9.8,2,5.0,2.0,4.5,rural,student,married,other,left,heterosexual,-0.8,reality,yes,east,3.4,no,high
215,18–25,7.1,6,3.0,6,5.8,3.9,4.1,suburban,student,divorced,muslim,right,bisexual,1.2,drama,yes,south,6.6,no,medium
216,18–25,6.1,4,7.1,3,6.6,8.6,3.6,rural,retired,widowed,none,center,other,2.1,drama,yes,west,7.5,no,low
217,41–60,8.5,6,5.1,3,6.2,2.3,4.0,urban,student,married,christian,center,heterosexual,-0.5,news,yes,west,7.0,no,low
218,26–40,6.5,3,6.0,4,9.7,8.6,4.8,urban,student,divorced,hindu,left,heterosexual,2.4,drama,no,east,3.9,yes,high
219,18–25,5.5,1,9.4,7,9.0,6.7,4.8,suburban,retired,single,hindu,other,homosexual,3.6,drama,no,west,3.6,yes,high
220,41–60,7.0,6,5.8,3,1.4,2.3,5.9,urban,retired,married,muslim,other,other,3.6,drama,yes,west,9.5,no,low
221,18–25,8.1,2,3.7,7,8.5,2.5,5.9,suburban,retired,single,muslim,center,other,1.1,comedy,yes,east,5.5,yes,medium
222,26–40,7.7,1,3.0,4,2.0,7.0,4.8,urban,retired,single,christian,left,homosexual,3.9,comedy,yes,east,7.2,no,low
223,26–40,6.4,2,9.0,3,7.2,7.6,3.8,urban,employed,single,christian,left,heterosexual,1.8,comedy,yes,north,3.9,yes,high
224,60+,9.1,6,9.9,7,3.6,6.9,3.0,urban,retired,single,christian,right,homosexual,0.9,reality,no,south,8.4,no,low
225,18–25,6.9,6,3.3,9,8.0,7.4,5.3,suburban,employed,widowed,hindu,center,bisexual,1.5,drama,yes,south,8.5,yes,low
226,26–40,4.9,1,7.5,4,1.1,4.3,2.2,urban,retired,single,hindu,other,heterosexual,2.1,comedy,yes,north,5.5,no,medium
227,60+,7.7,6,5.6,6,4.4,1.0,4.1,suburban,employed,divorced,christian,other,other,-0.7,comedy,yes,south,2.0,no,high
228,26–40,6.8,0,7.3,5,1.2,5.8,2.6,rural,employed,divorced,none,center,homosexual,3.3,sports,no,north,8.8,no,low
229,26–40,6.9,3,9.7,6,9.6,6.4,5.5,urban,employed,single,none,right,homosexual,-0.3,reality,no,south,5.8,yes,medium
230,26–40,8.1,3,3.5,4,1.1,7.2,5.2,suburban,employed,single,christian,other,heterosexual,1.7,comedy,no,west,6.2,no,medium
231,18–25,6.7,0,7.7,6,2.4,3.1,4.0,suburban,student,widowed,christian,center,homosexual,3.2,comedy,yes,east,4.7,no,medium
232,26–40,6.7,0,4.9,5,5.9,2.5,8.3,suburban,employed,married,hindu,left,homosexual,2.0,comedy,yes,east,3.4,no,high
233,60+,5.5,4,6.9,6,6.8,8.5,2.9,suburban,student,single,none,center,other,2.6,sports,yes,east,4.8,no,medium
234,26–40,6.4,1,4.7,3,7.6,8.6,4.7,suburban,student,divorced,muslim,center,homosexual,3.5,sports,yes,south,4.5,yes,medium
235,26–40,7.3,6,7.4,6,3.2,9.9,4.8,rural,employed,divorced,muslim,center,heterosexual,3.0,reality,yes,west,9.1,no,low
236,26–40,6.3,3,4.0,5,3.7,4.1,4.4,rural,retired,widowed,other,left,heterosexual,2.3,drama,no,east,7.9,no,low
237,26–40,5.0,4,5.4,4,3.2,1.5,3.6,urban,student,divorced,muslim,center,homosexual,5.3,drama,yes,north,4.0,no,medium
238,26–40,7.8,6,7.4,7,3.2,5.3,4.2,suburban,employed,divorced,none,left,homosexual,0.3,reality,no,south,8.5,no,low
239,26–40,7.8,6,1.4,3,8.0,5.3,6.7,urban,unemployed,single,hindu,other,other,2.5,drama,no,south,4.5,yes,medium
240,26–40,7.8,5,4.0,6,9.5,1.3,4.1,urban,student,widowed,none,right,homosexual,2.7,news,no,west,6.0,yes,medium
241,26–40,5.9,3,5.9,7,6.4,6.2,5.0,rural,retired,divorced,none,left,heterosexual,-0.1,drama,yes,south,5.5,no,medium
242,41–60,7.0,6,1.7,6,2.4,3.3,1.6,urban,unemployed,divorced,muslim,right,homosexual,1.3,sports,yes,east,6.7,no,medium
243,26–40,7.3,0,7.3,6,1.6,2.1,3.8,urban,student,widowed,christian,right,homosexual,0.7,sports,no,east,4.7,no,medium
244,26–40,7.7,4,8.3,7,3.2,6.4,7.4,suburban,employed,widowed,other,other,homosexual,2.1,comedy,no,north,8.5,no,low
245,18–25,7.7,5,2.5,1,2.6,3.5,3.2,suburban,employed,divorced,muslim,left,bisexual,1.5,sports,yes,north,4.6,no,medium
246,26–40,5.3,4,7.6,3,6.2,6.1,3.2,suburban,employed,married,muslim,other,bisexual,4.4,news,yes,south,6.8,no,medium
247,26–40,9.1,4,6.8,4,7.3,1.1,6.6,suburban,employed,single,muslim,left,homosexual,3.3,news,no,north,4.1,yes,medium
248,41–60,5.5,1,4.7,9,1.0,4.3,3.1,suburban,retired,divorced,other,right,homosexual,2.4,news,yes,south,6.7,no,medium
249,26–40,5.0,5,2.5,6,5.0,8.8,2.9,suburban,retired,divorced,hindu,right,bisexual,1.9,comedy,yes,east,6.4,no,medium
250,26–40,3.5,4,9.6,7,6.6,6.9,5.1,suburban,student,single,muslim,center,other,-0.7,drama,yes,west,2.9,no,high
251,60+,7.8,3,5.2,3,2.7,8.8,7.6,suburban,employed,divorced,hindu,left,homosexual,-0.1,comedy,yes,east,6.6,no,medium
252,18–25,8.7,1,2.7,4,9.1,7.7,5.4,suburban,unemployed,divorced,hindu,right,homosexual,2.5,sports,no,south,3.4,yes,high
253,41–60,6.2,3,7.5,5,5.9,7.5,4.1,suburban,student,widowed,none,left,other,2.2,news,yes,east,3.4,no,high
254,41–60,4.9,5,6.5,4,4.1,8.8,6.0,urban,unemployed,divorced,christian,other,heterosexual,-0.1,comedy,no,east,7.0,no,low
255,41–60,8.0,4,8.3,7,1.2,1.2,3.7,urban,employed,married,other,other,bisexual,2.7,comedy,yes,west,3.9,no,high
256,60+,5.4,4,10.0,4,5.4,4.8,3.2,urban,employed,widowed,christian,left,bisexual,1.5,news,no,east,4.0,no,medium
257,41–60,7.7,5,1.4,6,4.0,9.6,6.2,suburban,employed,divorced,hindu,right,other,0.7,reality,no,south,8.1,no,low
258,26–40,5.9,3,7.7,3,9.7,2.6,6.0,suburban,student,divorced,hindu,other,bisexual,2.3,news,yes,north,1.7,yes,high
259,26–40,6.5,6,9.9,1,4.4,6.9,3.5,urban,unemployed,single,other,right,heterosexual,2.7,reality,no,west,8.6,no,low
260,26–40,7.4,2,5.8,5,9.3,8.1,5.6,rural,employed,single,christian,left,heterosexual,1.2,news,yes,south,7.7,yes,low
261,18–25,7.4,4,7.4,5,7.2,9.4,6.0,suburban,employed,married,none,center,bisexual,2.8,drama,no,south,8.5,yes,low
262,60+,7.1,4,5.0,6,1.7,8.8,3.8,urban,employed,single,christian,right,heterosexual,1.1,reality,yes,east,8.2,no,low
263,18–25,8.8,6,4.2,7,9.4,7.1,4.2,urban,student,single,muslim,other,heterosexual,1.4,reality,yes,west,5.7,yes,medium
264,41–60,9.1,1,7.3,6,2.5,7.4,2.2,urban,student,married,christian,left,heterosexual,-1.0,comedy,yes,west,6.9,no,medium
265,41–60,9.2,3,9.9,6,5.0,4.1,4.0,urban,employed,divorced,hindu,center,homosexual,2.4,reality,yes,east,8.4,no,low
266,41–60,6.8,6,1.8,3,9.3,3.0,3.1,urban,unemployed,single,other,other,other,0.0,sports,yes,north,2.6,yes,high
267,26–40,7.1,6,4.8,2,8.5,9.6,3.7,urban,employed,single,muslim,left,bisexual,0.8,comedy,yes,west,3.5,yes,high
268,41–60,8.7,4,9.5,6,5.4,9.8,2.0,rural,student,married,hindu,left,homosexual,1.4,comedy,yes,south,6.8,no,medium
269,26–40,6.2,3,2.0,4,2.9,4.8,6.0,suburban,employed,single,christian,right,bisexual,3.3,drama,yes,north,6.2,no,medium
270,41–60,6.5,1,6.9,4,5.6,4.7,5.6,suburban,retired,widowed,other,center,other,1.3,comedy,yes,west,6.0,no,medium
271,26–40,7.0,3,4.9,5,5.9,5.1,6.0,suburban,unemployed,single,muslim,left,heterosexual,3.4,comedy,yes,north,6.6,no,medium
272,60+,7.0,3,4.4,2,10.0,5.2,4.1,urban,retired,divorced,christian,center,bisexual,0.2,sports,yes,south,6.3,yes,medium
273,18–25,6.7,6,2.9,8,8.4,8.6,3.5,urban,student,married,muslim,center,bisexual,2.6,comedy,yes,north,6.0,yes,medium
274,26–40,5.9,1,2.6,6,8.8,4.9,4.5,rural,retired,divorced,none,right,homosexual,3.0,reality,yes,west,3.3,yes,high
275,26–40,8.0,4,5.6,1,9.9,8.9,4.6,urban,unemployed,divorced,none,left,homosexual,1.9,drama,no,west,5.6,yes,medium
276,41–60,6.5,3,4.4,6,5.7,7.3,6.2,rural,unemployed,divorced,other,left,heterosexual,3.3,sports,yes,south,3.9,no,high
277,41–60,7.2,2,5.4,1,6.3,9.7,4.3,suburban,retired,married,none,right,other,1.6,news,yes,south,7.9,no,low
278,18–25,7.0,4,2.8,9,5.1,7.1,4.2,urban,employed,widowed,hindu,right,heterosexual,2.1,news,no,north,5.7,no,medium
279,18–25,7.8,6,4.2,6,2.1,4.7,5.2,urban,retired,single,christian,left,homosexual,-1.3,news,yes,north,6.9,no,medium
280,26–40,7.5,1,10.0,5,5.7,9.3,1.2,suburban,student,divorced,muslim,right,bisexual,1.4,sports,yes,south,6.1,no,medium
281,26–40,6.7,0,4.3,5,6.2,3.1,6.2,urban,retired,married,muslim,left,bisexual,0.6,news,yes,west,2.6,no,high
282,26–40,6.5,5,4.7,3,3.1,9.7,5.1,suburban,retired,single,none,other,other,3.1,reality,yes,east,7.0,no,low
283,26–40,6.9,2,1.2,3,8.0,1.4,4.7,urban,student,married,muslim,center,heterosexual,3.0,news,no,east,4.3,yes,medium
284,41–60,5.7,4,4.4,5,2.1,6.8,5.0,suburban,retired,divorced,muslim,center,heterosexual,3.4,news,yes,west,8.7,no,low
285,26–40,6.0,5,7.9,5,5.5,1.2,5.4,urban,retired,married,christian,right,heterosexual,-0.8,drama,no,west,5.2,no,medium
286,60+,7.6,1,5.6,7,7.0,2.8,8.0,urban,student,divorced,other,other,bisexual,2.2,news,yes,south,6.7,no,medium
287,26–40,7.4,2,6.9,4,1.5,5.2,3.5,urban,retired,married,muslim,center,other,2.4,news,no,east,6.0,no,medium
288,26–40,5.8,4,6.0,6,8.2,2.4,5.7,rural,retired,divorced,none,left,bisexual,-0.3,comedy,no,west,1.3,yes,high
289,26–40,6.9,5,1.9,2,3.7,9.9,4.7,suburban,unemployed,single,none,center,other,0.3,reality,yes,west,5.2,no,medium
290,26–40,5.1,0,4.0,6,7.5,8.0,2.9,suburban,student,married,other,center,other,4.6,sports,yes,west,4.6,yes,medium
291,26–40,7.2,4,7.2,4,2.0,8.7,5.7,urban,unemployed,married,muslim,center,heterosexual,2.9,drama,yes,north,7.0,no,low
292,26–40,6.6,0,5.9,5,6.6,9.8,4.6,rural,student,single,muslim,left,bisexual,1.6,sports,yes,west,6.6,no,medium
293,18–25,9.5,0,7.1,6,6.0,7.1,4.6,suburban,employed,divorced,muslim,right,bisexual,3.3,news,yes,north,5.8,no,medium
294,26–40,7.7,3,4.2,11,2.4,3.4,4.4,urban,unemployed,widowed,other,left,other,0.5,comedy,no,east,6.3,no,medium
295,26–40,5.9,6,2.7,7,6.6,7.8,4.7,suburban,employed,divorced,none,right,bisexual,2.3,news,yes,west,4.4,no,medium
296,18–25,5.8,1,8.5,8,7.2,6.3,5.3,suburban,retired,divorced,muslim,center,other,2.9,news,no,west,0.6,yes,high
297,26–40,7.8,3,4.4,3,5.5,3.4,3.4,urban,employed,single,muslim,center,bisexual,0.3,drama,yes,east,4.5,no,medium
298,26–40,8.1,0,6.9,8,6.2,4.3,4.0,suburban,retired,widowed,hindu,other,bisexual,0.9,drama,yes,south,2.7,no,high
299,18–25,9.2,1,4.4,6,9.0,6.5,5.6,rural,employed,married,christian,center,other,2.0,sports,no,west,2.3,yes,high
300,18–25,8.4,1,9.3,5,7.3,4.6,2.6,urban,retired,widowed,other,left,bisexual,3.4,news,yes,west,4.8,yes,medium
301,26–40,7.6,1,9.9,4,9.2,3.1,5.7,suburban,retired,married,christian,center,heterosexual,4.0,sports,yes,north,4.7,yes,medium
302,41–60,8.7,2,6.8,9,6.0,4.9,4.1,suburban,employed,married,other,other,heterosexual,3.9,news,yes,east,6.0,no,medium
303,60+,7.1,4,6.4,2,2.6,3.1,5.7,urban,unemployed,single,christian,left,homosexual,2.9,drama,no,west,6.7,no,medium
304,18–25,7.0,0,8.6,4,3.2,8.9,4.9,urban,student,divorced,hindu,other,other,2.1,comedy,yes,east,4.7,no,medium
305,18–25,5.5,1,5.6,8,2.6,7.2,3.4,rural,unemployed,divorced,christian,other,heterosexual,5.4,sports,no,east,3.7,no,high
306,18–25,8.8,5,8.8,8,4.0,4.4,3.4,urban,employed,widowed,muslim,left,homosexual,2.3,sports,yes,west,5.2,no,medium
307,26–40,7.2,2,4.7,6,5.3,9.5,3.0,urban,retired,divorced,christian,right,other,2.7,reality,no,east,7.6,no,low
308,26–40,6.9,2,1.3,3,3.3,4.5,2.3,urban,employed,married,christian,right,bisexual,3.4,reality,yes,west,5.3,no,medium
309,26–40,6.0,5,9.3,8,5.3,6.2,4.3,rural,student,single,none,right,other,0.9,comedy,yes,north,8.6,no,low
310,41–60,8.5,0,7.5,8,4.3,5.6,4.4,suburban,employed,divorced,other,right,bisexual,3.2,reality,yes,south,7.0,no,low
311,41–60,8.2,3,5.6,6,6.0,2.1,5.0,urban,unemployed,divorced,christian,other,other,1.0,comedy,no,north,7.7,no,low
312,60+,5.9,2,9.5,7,4.9,4.8,3.7,suburban,retired,married,muslim,other,bisexual,3.2,news,no,south,4.9,no,medium
313,18–25,7.6,0,9.0,4,4.9,1.7,5.0,suburban,unemployed,widowed,muslim,left,other,3.3,reality,yes,east,4.5,no,medium
314,18–25,8.0,2,2.0,5,5.4,2.5,5.8,rural,retired,divorced,other,left,other,2.8,reality,yes,east,2.8,no,high
315,26–40,5.5,0,6.6,6,9.9,8.1,6.9,suburban,unemployed,married,hindu,right,heterosexual,2.3,sports,yes,south,3.3,yes,high
316,18–25,7.8,1,5.8,6,6.0,3.7,2.8,suburban,unemployed,widowed,other,right,bisexual,3.8,comedy,yes,east,5.8,no,medium
317,60+,7.5,6,8.0,3,7.5,1.8,6.1,urban,employed,divorced,muslim,right,other,0.2,sports,yes,north,8.9,yes,low
318,26–40,7.7,3,3.7,2,4.8,7.5,4.7,urban,student,married,hindu,right,heterosexual,1.4,reality,yes,west,5.4,no,medium
319,26–40,9.4,5,1.1,9,3.9,8.2,4.6,suburban,unemployed,married,hindu,right,heterosexual,1.0,news,yes,south,6.1,no,medium
320,26–40,10.6,2,2.7,10,9.2,6.2,3.6,urban,employed,divorced,none,other,heterosexual,1.8,drama,yes,west,6.8,yes,medium
321,18–25,8.5,5,2.9,4,7.7,9.2,5.9,suburban,retired,married,christian,other,bisexual,1.8,comedy,yes,west,5.1,yes,medium
322,18–25,7.3,2,3.6,9,6.2,8.6,4.6,suburban,retired,divorced,none,other,heterosexual,1.8,comedy,yes,east,4.9,no,medium
323,26–40,7.8,2,4.3,8,4.0,6.0,2.3,rural,unemployed,divorced,christian,other,homosexual,5.0,news,yes,east,8.8,no,low
324,26–40,7.5,6,7.4,4,3.3,7.6,1.6,suburban,retired,widowed,none,right,homosexual,1.4,news,yes,east,6.9,no,medium
325,60+,9.8,4,1.7,6,3.3,4.0,4.3,urban,student,single,hindu,other,other,1.8,comedy,no,west,8.2,no,low
326,26–40,7.2,4,5.4,4,5.5,6.7,4.9,urban,employed,divorced,christian,right,bisexual,4.3,comedy,no,south,8.2,no,low
327,26–40,6.5,6,5.5,2,8.9,9.8,3.2,urban,unemployed,divorced,muslim,other,homosexual,3.0,news,no,north,5.1,yes,medium
328,18–25,7.7,5,6.5,4,8.9,8.2,3.6,rural,student,widowed,hindu,other,heterosexual,2.5,news,yes,north,5.4,yes,medium
329,41–60,9.5,1,3.8,8,7.7,4.4,5.7,suburban,employed,single,other,center,homosexual,3.8,news,no,east,4.5,yes,medium
330,18–25,5.8,2,3.3,5,5.9,9.4,3.7,suburban,employed,single,hindu,right,bisexual,0.8,reality,yes,west,5.7,no,medium
331,60+,6.2,3,5.4,2,3.1,8.4,4.9,urban,unemployed,married,muslim,right,homosexual,3.5,comedy,yes,south,5.0,no,medium
332,26–40,6.1,4,6.9,4,5.3,1.3,3.4,suburban,retired,single,none,other,homosexual,3.7,comedy,yes,south,4.0,no,medium
333,18–25,5.6,0,1.4,4,7.3,7.7,5.9,suburban,employed,single,christian,left,homosexual,3.9,news,yes,west,0.0,yes,high
334,26–40,5.9,0,3.6,3,6.4,9.8,4.7,urban,employed,married,none,right,heterosexual,2.7,sports,no,west,3.2,no,high
335,60+,8.1,0,8.1,9,5.6,3.9,4.3,suburban,retired,single,none,other,heterosexual,1.5,drama,no,south,5.3,no,medium
336,26–40,7.3,1,5.4,4,4.9,3.5,6.2,urban,retired,widowed,christian,right,homosexual,3.4,comedy,no,east,6.0,no,medium
337,26–40,5.4,6,9.6,7,7.8,6.8,2.0,urban,unemployed,divorced,none,right,heterosexual,0.5,reality,yes,west,6.5,yes,medium
338,18–25,7.8,2,8.8,4,8.6,2.0,5.1,urban,unemployed,widowed,muslim,left,homosexual,2.9,drama,no,north,6.2,yes,medium
339,26–40,7.4,2,4.1,7,7.5,7.1,1.9,rural,employed,single,other,left,homosexual,2.6,sports,yes,west,6.5,yes,medium
340,18–25,8.1,5,7.5,8,9.4,3.0,4.4,urban,retired,married,christian,center,homosexual,2.4,reality,yes,south,4.0,yes,medium
341,41–60,6.3,4,3.5,5,8.0,5.1,4.3,suburban,unemployed,widowed,none,left,other,1.9,news,yes,north,5.8,yes,medium
342,60+,5.5,0,2.6,6,5.1,9.0,4.8,urban,unemployed,widowed,christian,other,other,3.9,sports,yes,south,3.2,no,high
343,60+,7.8,1,8.9,2,6.6,8.2,1.7,suburban,retired,divorced,none,left,other,2.7,news,yes,south,3.9,no,high
344,18–25,8.0,5,4.2,2,5.5,2.0,4.6,urban,retired,married,muslim,center,bisexual,3.1,reality,yes,north,5.9,no,medium
345,26–40,5.7,3,2.8,5,5.9,7.9,6.1,rural,employed,widowed,hindu,other,bisexual,2.1,reality,yes,west,3.9,no,high
346,18–25,7.3,2,9.7,8,9.1,4.7,3.3,suburban,retired,single,other,left,other,3.4,news,no,south,1.4,yes,high
347,26–40,6.3,2,1.3,5,3.7,9.9,3.2,rural,unemployed,divorced,other,center,heterosexual,1.6,drama,no,north,6.9,no,medium
348,41–60,8.2,1,4.3,5,1.1,3.7,3.5,suburban,retired,widowed,christian,center,bisexual,0.6,comedy,yes,south,7.6,no,low
349,26–40,7.8,5,1.3,5,7.3,5.2,5.5,urban,student,single,other,left,other,1.4,comedy,no,north,7.2,yes,low
350,41–60,8.5,5,5.5,4,2.6,4.1,3.0,suburban,employed,widowed,none,left,other,1.3,reality,no,east,9.1,no,low
351,41–60,6.0,4,4.6,9,2.4,6.3,3.7,urban,retired,widowed,muslim,center,other,-0.7,sports,yes,south,7.9,no,low
352,26–40,6.2,6,7.5,7,9.9,3.4,5.4,rural,employed,married,muslim,other,heterosexual,2.0,news,no,south,3.5,yes,high
353,26–40,6.6,1,9.6,5,3.4,9.2,3.0,urban,retired,widowed,christian,other,homosexual,0.4,sports,no,north,5.9,no,medium
354,18–25,6.4,5,5.7,5,2.8,6.6,5.7,urban,student,married,none,other,bisexual,1.7,news,no,north,6.3,no,medium
355,26–40,7.4,4,3.6,9,2.7,9.5,3.4,suburban,unemployed,single,other,center,homosexual,2.1,sports,yes,north,7.3,no,low
356,18–25,5.7,5,8.8,4,4.7,7.1,4.0,urban,unemployed,married,none,center,heterosexual,1.2,news,yes,north,6.9,no,medium
357,60+,8.8,2,6.4,5,4.7,2.7,5.5,urban,unemployed,single,other,other,homosexual,2.2,reality,yes,west,4.7,no,medium
358,26–40,9.1,4,6.0,4,6.7,1.1,5.5,suburban,employed,married,none,center,bisexual,1.8,drama,no,west,3.9,no,high
359,41–60,8.3,5,2.7,2,1.9,4.7,3.6,urban,unemployed,married,other,left,heterosexual,0.8,comedy,no,west,7.4,no,low
360,41–60,7.6,6,1.4,8,6.7,9.9,2.9,urban,unemployed,married,other,right,bisexual,1.1,sports,yes,east,9.8,no,low
361,41–60,6.9,6,5.2,5,5.1,8.9,6.3,suburban,employed,married,muslim,center,bisexual,2.8,comedy,no,south,8.6,no,low
362,41–60,7.2,4,5.8,5,2.9,8.6,3.9,urban,employed,divorced,hindu,left,bisexual,2.6,sports,yes,west,5.5,no,medium
363,26–40,6.1,6,2.1,8,8.0,6.1,4.8,suburban,unemployed,widowed,hindu,other,other,5.0,reality,yes,west,4.3,yes,medium
364,41–60,7.2,4,1.5,6,5.3,1.9,5.2,suburban,retired,divorced,christian,other,bisexual,1.2,reality,yes,south,6.5,no,medium
365,26–40,7.4,6,2.9,5,7.5,1.1,3.1,suburban,student,single,hindu,center,homosexual,1.7,sports,no,west,5.1,yes,medium
366,26–40,6.0,5,1.6,8,9.3,8.5,2.2,suburban,employed,single,christian,right,heterosexual,1.1,sports,yes,south,3.9,yes,high
367,18–25,8.9,4,1.5,6,4.2,2.6,5.1,urban,student,widowed,muslim,left,other,0.7,sports,no,east,7.5,no,low
368,26–40,6.9,6,5.0,8,9.1,1.7,2.0,rural,student,single,christian,left,bisexual,1.1,reality,yes,north,4.0,yes,medium
369,60+,5.8,0,8.3,2,2.8,7.4,2.7,rural,employed,single,hindu,other,bisexual,1.0,drama,yes,east,5.6,no,medium
370,26–40,6.8,6,7.0,7,3.0,1.0,5.1,suburban,student,married,other,right,homosexual,2.2,drama,no,south,5.4,no,medium
371,26–40,6.3,0,7.1,5,7.0,7.7,4.7,suburban,retired,widowed,christian,other,bisexual,1.3,sports,yes,south,2.4,no,high
372,18–25,6.0,5,3.4,2,1.9,2.7,4.7,rural,unemployed,married,hindu,right,heterosexual,1.4,news,yes,west,5.3,no,medium
373,18–25,8.9,0,1.1,7,5.1,3.9,3.4,suburban,retired,widowed,hindu,left,bisexual,1.2,drama,yes,west,5.6,no,medium
374,18–25,7.0,0,5.1,1,2.9,2.5,6.0,suburban,student,married,other,other,other,1.2,reality,yes,north,4.0,no,medium
375,26–40,8.2,1,4.4,1,6.1,8.0,2.8,suburban,unemployed,widowed,none,other,bisexual,1.7,reality,yes,north,4.5,no,medium
376,60+,7.5,6,9.5,3,8.3,5.4,1.1,urban,employed,single,hindu,other,other,4.8,reality,yes,west,3.6,yes,high
377,26–40,7.6,3,1.6,7,1.4,2.5,1.5,suburban,retired,divorced,muslim,right,bisexual,2.5,comedy,yes,west,6.3,no,medium
378,26–40,7.0,5,8.0,9,4.7,1.3,4.3,urban,unemployed,single,other,left,heterosexual,2.8,comedy,no,east,5.5,no,medium
379,26–40,6.5,4,4.5,1,7.6,9.9,4.0,urban,employed,widowed,none,right,bisexual,-0.3,reality,yes,south,4.4,yes,medium
380,26–40,8.6,1,8.5,2,4.1,7.4,5.2,rural,retired,divorced,other,other,heterosexual,2.0,drama,no,east,6.2,no,medium
381,60+,7.8,5,5.5,3,1.4,7.1,5.0,urban,retired,divorced,christian,center,heterosexual,1.1,comedy,yes,south,7.9,no,low
382,26–40,6.8,0,8.4,9,6.3,5.5,4.0,suburban,retired,married,hindu,center,bisexual,2.4,news,no,north,4.6,no,medium
383,26–40,8.2,4,5.2,2,2.1,4.9,2.0,urban,retired,widowed,hindu,left,other,3.1,sports,yes,north,7.2,no,low
384,26–40,8.8,3,4.6,5,4.3,8.2,3.2,urban,student,married,other,left,homosexual,2.1,comedy,yes,south,5.8,no,medium
385,41–60,7.4,5,9.7,5,9.9,8.4,3.3,suburban,employed,widowed,christian,left,other,1.8,comedy,no,north,5.7,yes,medium
386,26–40,8.9,4,4.3,2,4.6,1.5,6.4,suburban,unemployed,single,other,center,bisexual,1.9,drama,yes,south,5.7,no,medium
387,18–25,6.4,6,8.2,2,8.6,8.7,3.9,suburban,employed,widowed,muslim,center,homosexual,1.7,drama,yes,west,6.1,yes,medium
